stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
221,13644,"Olive & Mohawk",35.412491,-119.066537,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=221"
222,13277,"Ming & Stine",35.339702,-119.051468,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=222"
223,15083,"Ming & Ashe",35.334877,-119.075102,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=223"
224,12761,"Olive & Oakhaven",35.412505,-119.070510,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=224"
225,15077,"Ming @ Southwest Library",35.339870,-119.095460,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=225"
226,13600,"Olive & Fruitvale",35.412511,-119.072519,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=226"
227,15065,"Haggin Oaks & Liberty Park",35.341423,-119.101004,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=227"
228,15049,"Camino Media & Roadrunner",35.342997,-119.103601,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=228"
229,15054,"Old River @ State Farm",35.347139,-119.114225,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=229"
230,15020,"Old River @ Mercy Southwest Hospital",35.351954,-119.114315,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=230"
231,14758,"Commercial Way & Commerce Drive",35.367346,-119.060470,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=231"
232,21082,"Office Park Drive & Commercial Way",35.366233,-119.059902,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=232"
233,10752,"F & 28th",35.384500,-119.023374,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=233"
234,10799,"F & 30th",35.386404,-119.023364,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=234"
235,11281,"F @ DMV",35.388202,-119.023354,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=235"
236,11299,"Golden State & F",35.390074,-119.023080,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=236"
238,10440,"F & Golden State",35.388416,-119.023575,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=238"
239,10438,"F & 30th",35.386458,-119.023570,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=239"
240,10429,"F & 28th",35.384246,-119.023585,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=240"
241,10417,"F & 26th",35.383168,-119.023604,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=241"
243,16084,"Wible & Wilson",35.331744,-119.039120,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=243"
244,16078,"Wible & Grassotti",35.329351,-119.039982,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=244"
245,16097,"Wible & Kennedy",35.327836,-119.039919,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=245"
246,20609,"White Lane @ Fallas Store",35.317791,-119.026910,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=246"
247,19428,"South H & White Lane",35.317060,-119.021403,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=247"
248,19519,"South H & Calcutta",35.313867,-119.021418,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=248"
249,19535,"South H & Pacheco Road",35.309855,-119.021420,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=249"
250,19557,"South H & Faith",35.306544,-119.021441,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=250"
251,19526,"South H & Fairview",35.303812,-119.021390,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=251"
252,19503,"South H & Maurice",35.299920,-119.021391,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=252"
253,19588,"South H & William F Halsey",35.297627,-119.021393,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=253"
254,10061,"Panama Lane & Finch",35.295757,-119.016155,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=254"
256,21478,"South Union & Hudson",35.277359,-119.003236,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=256"
257,21568,"South Union & McKee",35.274497,-119.003234,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=257"
259,23219,"Taft & South H",35.266700,-119.020269,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=259"
260,23226,"Taft & La Jolla",35.266709,-119.016146,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=260"
261,23235,"Taft & Ramos",35.266713,-119.007822,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=261"
262,23242,"Taft & Bace",35.266768,-119.004683,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=262"
263,23257,"South Union & Panama Road",35.267170,-119.002901,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=263"
264,23261,"South Union & Barton",35.270096,-119.002901,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=264"
265,23274,"South Union @ Trailer Court",35.271611,-119.002925,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=265"
266,23363,"South Union & McKee",35.273997,-119.002950,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=266"
267,23290,"South Union & Hudson",35.275590,-119.002940,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=267"
268,19746,"Panama Lane & Union",35.295959,-119.003724,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=268"
269,19664,"Panama Lane & Betty",35.296023,-119.008393,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=269"
270,10088,"Panama Lane & Monitor",35.296007,-119.012530,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=270"
271,10057,"Panama Lane & Finch",35.296002,-119.015576,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=271"
272,10019,"Panama Lane & Springbrook",35.296000,-119.018902,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=272"
273,18219,"South H & William F Halsey",35.298172,-119.021200,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=273"
274,18235,"South H & Maurice",35.299800,-119.021199,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=274"
275,18242,"South H & Fairview",35.303597,-119.021197,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=275"
276,18274,"South H & Faith",35.307105,-119.021192,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=276"
277,18051,"South H & Calcutta",35.313851,-119.021184,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=277"
278,18392,"South H & Pacheco Road",35.310790,-119.021172,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=278"
279,20645,"White Lane & South H",35.317771,-119.022306,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=279"
280,20632,"White Lane & Hughes",35.317796,-119.028905,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=280"
281,15841,"Wible & Kennedy",35.328154,-119.039713,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=281"
283,18521,"Oswell & Potomac",35.363617,-118.949629,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=283"
285,13914,"Rosedale @ Vista West High School",35.383257,-119.083652,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=285"
286,12197,"Rosedale & Coffee",35.383601,-119.094846,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=286"
287,12184,"Coffee & Granite Falls",35.386177,-119.092339,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=287"
288,13967,"Rosedale & Calloway",35.383347,-119.109069,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=288"
291,13922,"Rosedale  & Camino Del Rio",35.383047,-119.048506,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=291"
292,10562,"21st & Oak",35.378284,-119.037817,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=292"
293,12624,"Olive & Roberts",35.412304,-119.047592,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=293"
294,10493,"21st & F",35.378236,-119.024313,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=294"
295,10775,"F & 24th",35.382194,-119.023388,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=295"
296,10472,"21st & Spruce",35.378271,-119.033230,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=296"
297,10464,"21st & Cedar",35.378256,-119.030768,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=297"
298,10486,"21st & B",35.378252,-119.028658,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=298"
299,14743,"Mohawk & Truxtun",35.364044,-119.065061,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=299"
300,12669,"Olive @ Olive Drive Towne Center",35.412209,-119.044310,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=300"
301,14736,"Mohawk & Greenhaven",35.362316,-119.063047,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=301"
302,14704,"Mohawk & California",35.361347,-119.060799,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=302"
303,13375,"Mohawk & California",35.361602,-119.060765,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=303"
304,15716,"Mohawk & Tower Way",35.362341,-119.062501,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=304"
305,10641,"Ming & Hughes",35.339581,-119.030850,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=305"
307,10536,"19th & Oak",35.376260,-119.039437,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=307"
308,10589,"Westwind & 19th",35.376654,-119.042602,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=308"
309,10570,"21st & Westwind",35.378250,-119.041800,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=309"
310,15272,"Rosedale @ Costco",35.383417,-119.048401,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=310"
311,12611,"Olive & Airport",35.412192,-119.039649,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=311"
312,15201,"Rosedale & Patton",35.383510,-119.083843,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=312"
313,21974,"Roberts & Belmont",35.408527,-119.036862,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=313"
314,14789,"Office Park Drive & Truxtun",35.365941,-119.063592,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=314"
315,14762,"Office Park Drive @ Social Security Office",35.365783,-119.061459,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=315"
316,12695,"Roberts & Sequoia",35.408529,-119.035156,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=316"
317,21007,"Roberts & MacArthur",35.408530,-119.032180,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=317"
318,16717,"Bernard & Alta Vista",35.390143,-118.994345,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=318"
319,14961,"Bernard & Inyo",35.390329,-118.993435,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=319"
320,13933,"New Stine & Demaret",35.351312,-119.061022,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=320"
321,21484,"Feliz & Franco",35.350362,-118.979828,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=321"
322,12653,"Roberts & Oildale",35.408536,-119.029467,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=322"
324,18566,"Pioneer & Pesante",35.368639,-118.943664,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=324"
326,12630,"Roberts & Plymouth",35.408542,-119.024730,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=326"
327,15293,"Rosedale @ Target",35.383639,-119.105348,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=327"
328,15666,"South Union & Belle Terrace",35.345389,-119.003196,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=328"
330,10074,"Panama Lane & Hammond",35.295755,-119.018086,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=330"
331,15238,"Rosedale & Calloway",35.383632,-119.110787,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=331"
332,12648,"North Chester & Roberts",35.408195,-119.021167,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=332"
333,15264,"Rosedale & Mosasco",35.383602,-119.113054,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=333"
334,15240,"Rosedale & Verdugo",35.383609,-119.119440,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=334"
335,15229,"Rosedale & La Cresenta",35.383625,-119.121754,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=335"
336,13824,"Allen & Palm",35.376733,-119.145392,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=336"
337,13811,"Allen & Dove Creek",35.378953,-119.145386,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=337"
338,13882,"Rosedale & Allen",35.383420,-119.144719,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=338"
339,13895,"Rosedale & Old Farm",35.383427,-119.137254,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=339"
340,13807,"Rosedale & Jewetta",35.383392,-119.131933,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=340"
341,13980,"Rosedale & La Cresenta",35.383372,-119.122565,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=341"
342,15175,"Hageman & Verdugo",35.397876,-119.120263,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=342"
343,12682,"West Columbus & Chester",35.398036,-119.017723,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=343"
344,15147,"Hageman & Brittany",35.397937,-119.111997,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=344"
345,15199,"Hageman & Calloway",35.397932,-119.109301,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=345"
346,21855,"Coffee & Hageman",35.400652,-119.092401,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=346"
347,12132,"Coffee & Downing",35.390206,-119.092347,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=347"
348,12291,"Granite Falls & NW Promenade",35.387057,-119.096816,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=348"
350,21095,"Brimhall & Aldershot",35.369074,-119.133037,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=350"
351,12742,"West Columbus & Jewett",35.398025,-119.013831,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=351"
352,15134,"Hageman & Sovereign",35.397865,-119.122718,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=352"
353,13174,"Truxtun @ Rabo Bank Arena",35.373457,-119.013379,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=353"
354,13119,"Truxtun & Q",35.373446,-119.011191,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=354"
355,21942,"Coffee & Meaney",35.393134,-119.092356,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=355"
356,12726,"West Columbus & Q",35.398007,-119.010052,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=356"
357,13766,"Stockdale @ Millenium Surgery Center",35.354558,-119.104992,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=357"
358,21677,"Feliz & Franco",35.350454,-118.980487,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=358"
359,21011,"West Columbus & San Dimas",35.397493,-119.007637,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=359"
360,11456,"Foothill & Park",35.367029,-118.918505,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=360"
361,13436,"New Stine & Sundale",35.343756,-119.061302,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=361"
362,17875,"New Stine @ Olive Garden",35.339943,-119.061290,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=362"
363,11004,"Ming & Real",35.339386,-119.043828,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=363"
364,14271,"Clay Patrick Farr & Jenna Kathryn",35.387760,-119.100949,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=364"
365,14263,"Clay Patrick Farr & Winlock",35.390051,-119.101424,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=365"
366,12735,"West Columbus & Isla Verde",35.397148,-119.005506,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=366"
367,15943,"Stockdale & El Rio",35.354473,-119.083350,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=367"
368,21341,"East California & Washington",35.368667,-118.976776,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=368"
369,12774,"West Columbus & Union",35.397376,-119.003841,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=369"
370,19831,"East California & Beverly",35.368401,-118.975287,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=370"
371,12420,"Gosford @ Denny's",35.315219,-119.092020,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=371"
372,21466,"South Union & Hosking",35.280822,-119.003241,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=372"
373,19910,"Columbus & Loma Linda",35.397410,-118.998925,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=373"
376,11559,"Foothill & Morning Drive",35.367055,-118.914948,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=376"
377,11275,"Columbus & Alturas",35.397408,-118.996188,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=377"
378,10354,"Monitor & Pacheco",35.310830,-119.012021,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=378"
379,10365,"Monitor & Capitola",35.307063,-119.012029,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=379"
380,10003,"Monitor & Fairview",35.302752,-119.012027,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=380"
381,10035,"Monitor & Adelaide",35.299382,-119.012029,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=381"
382,12317,"Gosford & District",35.312687,-119.092327,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=382"
383,12338,"Gosford @ Gosford Village",35.308700,-119.092328,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=383"
384,12301,"Harris & Gosford",35.303304,-119.091363,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=384"
385,11268,"Columbus & Alta Vista",35.397422,-118.993517,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=385"
386,11544,"Harris & Wilderness",35.303571,-119.088319,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=386"
387,11500,"Harris & Silvergate",35.304432,-119.085594,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=387"
388,11592,"Harris & Reliance",35.303732,-119.079262,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=388"
389,11571,"Harris & White Frost",35.303278,-119.077600,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=389"
390,11206,"Columbus & North Tulare",35.397469,-118.990568,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=390"
391,12340,"Harris & Reliance",35.304368,-119.080157,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=391"
392,12355,"Harris & Silvergate",35.304832,-119.084975,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=392"
393,12386,"Harris & Spring Creek Loop",35.303634,-119.088900,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=393"
394,12393,"Harris & Gosford",35.303522,-119.090973,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=394"
395,12412,"Gosford @ Gosford Village",35.308886,-119.092026,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=395"
396,12431,"Gosford & District",35.312093,-119.092022,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=396"
397,21758,"Cottonwood & Watts",35.332837,-118.985410,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=397"
398,11210,"Columbus & North Baker",35.397475,-118.987876,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=398"
399,21791,"Cottonwood & Watts",35.331851,-118.985631,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=399"
400,21683,"Cottonwood & Bradshaw",35.333863,-118.985600,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=400"
401,21608,"Cottonwood & Bradshaw",35.334599,-118.985408,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=401"
402,12166,"Coffee & Entrance",35.395953,-119.092358,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=402"
403,11223,"River & Skyline",35.398075,-118.985086,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=403"
406,11234,"River & University",35.401148,-118.985129,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=406"
407,15904,"Laval & Dennis McCarthy",34.984046,-118.949839,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=407"
408,21292,"Industrial Parkway Drive @ IKEA",34.976628,-118.946787,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=408"
409,12871,"North Chester & Bedford",35.429327,-119.021418,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=409"
410,12800,"North Chester & China Grade Loop",35.427137,-119.021414,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=410"
411,15915,"Laval & Dennis McCarthy",34.983800,-118.949828,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=411"
412,21838,"River & Acacia",35.403983,-118.985184,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=412"
413,18005,"Stine & Panama Lane",35.293698,-119.056849,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=413"
414,17806,"Stine & Clear Crystal",35.284599,-119.056834,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=414"
415,21801,"River & Panorama",35.408129,-118.985239,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=415"
416,12006,"Panama Lane & Summerfield",35.296066,-119.052265,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=416"
417,12113,"Stine & Maybrook",35.297072,-119.056512,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=417"
418,16032,"Wible & Planz",35.325474,-119.039124,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=418"
419,16045,"Wible @ Southwest Lanes",35.322046,-119.039119,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=419"
420,15860,"Wible & Alum",35.319069,-119.038823,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=420"
421,15856,"Wible @ Southwest Lanes",35.321682,-119.038826,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=421"
422,15839,"Wible & Planz",35.323535,-119.038827,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=422"
423,10042,"Panama Lane & South H",35.296001,-119.022280,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=423"
424,10026,"Panama Lane & Pebble Point",35.296002,-119.025031,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=424"
425,11397,"Panorama & River",35.409012,-118.983902,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=425"
426,10090,"Panama Lane & Colony",35.295756,-119.025749,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=426"
427,15255,"Clay Patrick Farr @ Target",35.385381,-119.101179,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=427"
428,21387,"Truxtun Plaza West @ CBCC",35.361836,-119.073144,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=428"
429,14791,"Mohawk & Truxtun",35.364643,-119.065044,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=429"
430,19444,"White Lane & Hughes",35.317550,-119.028290,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=430"
431,16698,"Columbus & Occidental",35.397647,-118.970292,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=431"
433,15927,"Laval Road & Wheeler Ridge Road",34.990803,-118.941022,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=433"
434,18509,"Virginia & Dorrance",35.361473,-118.955888,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=434"
435,21302,"Tejon Industrial & Industrial Parkway",34.978835,-118.952231,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=435"
436,21534,"4th & N",35.360859,-119.013925,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=436"
437,21510,"4th & N",35.360713,-119.014441,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=437"
448,17125,"Allen & Dove Creek",35.378826,-119.145684,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=448"
449,13830,"Allen & Old Town",35.373760,-119.145394,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=449"
450,13998,"Allen & Palm",35.375793,-119.145718,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=450"
451,14612,"Ashe & White Lane",35.318885,-119.074297,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=451"
452,15744,"Ashe & Half Moon",35.321452,-119.074620,"http://eta.getbus.org/RTT/Public/RoutePositionET.aspx?PlatformTag=452"
