trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
110024,2041,0,To Visalia,"",1,68877,4745,
040049,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040050,2036,0,To Downtown,"",1,68863,4713,
150025,2040,0,To San Joaquin College,"",0,68879,4749,
160049,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
010095,2037,0,To Downtown,"",1,68855,4699,
010100,2037,0,To Government Plaza,"",0,68858,4698,
720025,2434,0,Clockwise,"",,68871,4734,
060028,2031,0,To Downtown,"",1,68868,6296,
060029,2031,0,To Frontage/Betty Drive,"",0,68867,6295,
020048,2035,0,To Downtown,"",1,68861,4708,
820017,2033,0,,"",,68874,4737,
120026,2043,0,To Visalia,"",1,68878,4747,
050042,2032,0,To Downtown,"",1,68865,4716,
150026,2040,0,To Downtown,"",1,68879,4751,
010097,2037,0,To Downtown,"",1,68857,4699,
010102,2037,0,To Government Plaza,"",0,68851,4698,
710026,2034,0,Counter-Clockwise,"",,68870,4731,
020051,2035,0,To Visalia Medical Clinic,"",0,68860,4705,
030017,2134,0,,"",,68862,4710,
050043,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
110025,2041,0,To Tulare,"",0,68877,4744,
160051,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160050,2144,0,To Orchard/Mooney,"",1,68880,4753,
040051,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040052,2036,0,To Downtown,"",1,68864,4713,
090034,2042,0,To Visalia via Farmersville,"",1,68875,4743,
010099,2037,0,To Downtown,"",1,68858,4699,
010104,2037,0,To Government Plaza,"",0,68853,4698,
720026,2434,0,Clockwise,"",,68872,4734,
090035,2042,0,To Exeter via Farmersville,"",0,68876,4738,
810018,2443,0,Counter Clockwise,"",,68873,4736,
020050,2035,0,To Downtown,"",1,68859,4708,
120027,2043,0,To Exeter,"",0,68878,4746,
010101,2037,0,To Downtown,"",1,68851,4699,
010106,2037,0,To Government Plaza,"",0,68855,4698,
710027,2034,0,Counter-Clockwise,"",,68869,4731,
060030,2031,0,To Downtown,"",1,68867,6296,
020053,2035,0,To Visalia Medical Clinic,"",0,68861,4705,
820018,2033,0,,"",,68874,4737,
050044,2032,0,To Downtown,"",1,68866,4716,
050045,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
160052,2144,0,To Orchard/Mooney,"",1,68881,4753,
110026,2041,0,To Visalia,"",1,68877,4745,
040053,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040054,2036,0,To Downtown,"",1,68863,4713,
150027,2040,0,To San Joaquin College,"",0,68879,4749,
160053,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
010103,2037,0,To Downtown,"",1,68853,4699,
720027,2434,0,Clockwise,"",,68871,4734,
060031,2031,0,To Frontage/Betty Drive,"",0,68868,6295,
030018,2134,0,,"",,68862,4710,
020052,2035,0,To Downtown,"",1,68860,4708,
120028,2043,0,To Visalia,"",1,68878,4747,
090036,2042,0,To Visalia via Farmersville,"",1,68876,4743,
150028,2040,0,To Downtown,"",1,68879,4751,
010105,2037,0,To Downtown,"",1,68855,4699,
010108,2037,0,To Government Plaza,"",0,68851,4698,
710028,2034,0,Counter-Clockwise,"",,68870,4731,
020055,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
810019,2443,0,Counter Clockwise,"",,68873,4736,
090037,2042,0,To Exeter via Farmersville,"",0,68875,4738,
050047,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
050046,2032,0,To Downtown,"",1,68865,4716,
110027,2041,0,To Tulare,"",0,68877,4744,
160055,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160054,2144,0,To Orchard/Mooney,"",1,68880,4753,
040056,2036,0,To Downtown,"",1,68864,4713,
720028,2434,0,Clockwise,"",,68872,4734,
020054,2035,0,To Downtown,"",1,68861,4708,
820019,2033,0,,"",,68874,4737,
120029,2043,0,To Exeter,"",0,68878,4746,
010107,2037,0,To Downtown,"",1,68851,4699,
010110,2037,0,To Government Plaza,"",0,68853,4698,
710029,2034,0,Counter-Clockwise,"",,68869,4731,
060032,2031,0,To Downtown,"",1,68868,6296,
060033,2031,0,To Frontage/Betty Drive,"",0,68867,6295,
020057,2035,0,To Visalia Medical Clinic,"",0,68860,4705,
030019,2134,0,,"",,68862,4710,
050048,2032,0,To Downtown,"",1,68866,4716,
050049,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
160056,2144,0,To Orchard/Mooney,"",1,68881,4753,
110028,2041,0,To Visalia,"",1,68877,4745,
040055,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
150029,2040,0,To San Joaquin College,"",0,68879,4749,
160057,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
090038,2042,0,To Visalia via Farmersville,"",1,68875,4743,
720029,2434,0,Clockwise,"",,68871,4734,
810020,2443,0,Counter Clockwise,"",,68873,4736,
020056,2035,0,To Downtown,"",1,68859,4708,
120030,2043,0,To Visalia,"",1,68878,4747,
150030,2040,0,To Downtown,"",1,68879,4751,
010109,2037,0,To Downtown,"",1,68853,4699,
010112,2037,0,To Government Plaza,"",0,68851,4698,
710030,2034,0,Counter-Clockwise,"",,68870,4731,
020059,2035,0,To Visalia Medical Clinic,"",0,68861,4705,
820020,2033,0,,"",,68874,4737,
050051,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
050050,2032,0,To Downtown,"",1,68865,4716,
110029,2041,0,To Tulare,"",0,68877,4744,
160059,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160058,2144,0,To Orchard/Mooney,"",1,68880,4753,
040058,2036,0,To Downtown,"",1,68864,4713,
720030,2434,0,Clockwise,"",,68872,4734,
060034,2031,0,To Downtown,"",1,68867,6296,
030020,2134,0,,"",,68862,4710,
020058,2035,0,To Downtown,"",1,68860,4708,
120031,2043,0,To Exeter,"",0,68878,4746,
010111,2037,0,To Downtown,"",1,68851,4699,
010114,2037,0,To Government Plaza,"",0,68853,4698,
710031,2034,0,Counter-Clockwise,"",,68869,4731,
060035,2031,0,To Frontage/Betty Drive,"",0,68868,6295,
020061,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
810021,2443,0,Counter Clockwise,"",,68873,4736,
090039,2042,0,To Exeter via Farmersville,"",0,68875,4738,
050052,2032,0,To Downtown,"",1,68866,4716,
050053,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
160060,2144,0,To Orchard/Mooney,"",1,68881,4753,
110030,2041,0,To Visalia,"",1,68877,4745,
040057,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
150031,2040,0,To San Joaquin College,"",0,68879,4749,
160061,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
720031,2434,0,Clockwise,"",,68871,4734,
020060,2035,0,To Downtown,"",1,68861,4708,
820021,2033,0,,"",,68874,4737,
120032,2043,0,To Visalia,"",1,68878,4747,
150032,2040,0,To Downtown,"",1,68879,4751,
010113,2037,0,To Downtown,"",1,68853,4699,
030021,2134,0,,"",,68862,4710,
050054,2032,0,To Downtown,"",1,68865,4716,
160062,2144,0,To Orchard/Mooney,"",1,68880,4753,
040060,2036,0,To Downtown,"",1,68864,4713,
090040,2042,0,To Visalia via Farmersville,"",1,68875,4743,
060036,2031,0,To Downtown,"",1,68868,6296,
020062,2035,0,To Downtown,"",1,68859,4708,
121001,2043,1,To Exeter,"",0,68904,4746,
011002,2037,1,To Government Plaza,"",0,68882,4698,
021001,2035,1,To Visalia Medical Clinic,"",0,68885,4705,
031001,2134,1,,"",,68891,4710,
041001,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051001,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
061001,2031,1,To Frontage/Betty Drive,"",0,68896,6295,
711001,2034,1,Counter-Clockwise,"",,68899,4731,
811001,2443,1,Counter Clockwise,"",,68901,4736,
091001,2042,1,To Exeter via Farmersville,"",0,68902,4738,
151001,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
161001,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
151002,2040,1,To Downtown,"",1,68905,4750,
121002,2043,1,To Visalia,"",1,68904,4747,
011004,2037,1,To Government Plaza,"",0,68883,4698,
011001,2037,1,To Downtown,"",1,68882,4699,
021003,2035,1,To Visalia Medical Clinic,"",0,68887,4705,
041003,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051003,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
711002,2034,1,Counter-Clockwise,"",,68900,4731,
111001,2041,1,To Tulare,"",0,68903,4744,
161003,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161002,2144,1,To Orchard/Mooney,"",1,68906,4753,
051002,2032,1,To Downtown,"",1,68894,4716,
041002,2036,1,To Downtown,"",1,68892,4713,
091002,2042,1,To Visalia via Farmersville,"",1,68902,4743,
061002,2031,1,To Downtown,"",1,68896,6296,
011006,2037,1,To Government Plaza,"",0,68884,4698,
061003,2031,1,To Frontage/Betty Drive,"",0,68897,6295,
811002,2443,1,Counter Clockwise,"",,68901,4736,
031002,2134,1,,"",,68891,4710,
021002,2035,1,To Downtown,"",1,68885,4708,
011003,2037,1,To Downtown,"",1,68883,4699,
121003,2043,1,To Exeter,"",0,68904,4746,
151003,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
021005,2035,1,To Visalia Medical Clinic,"",0,68889,4705,
161004,2144,1,To Orchard/Mooney,"",1,68907,4753,
111002,2041,1,To Visalia,"",1,68903,4745,
711003,2034,1,Counter-Clockwise,"",,68899,4731,
051004,2032,1,To Downtown,"",1,68895,4716,
041004,2036,1,To Downtown,"",1,68893,4713,
011008,2037,1,To Government Plaza,"",0,68882,4698,
041005,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051005,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
161005,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
151004,2040,1,To Downtown,"",1,68905,4750,
011005,2037,1,To Downtown,"",1,68884,4699,
021004,2035,1,To Downtown,"",1,68887,4708,
121004,2043,1,To Visalia,"",1,68904,4747,
011010,2037,1,To Government Plaza,"",0,68883,4698,
061004,2031,1,To Downtown,"",1,68897,6296,
011007,2037,1,To Downtown,"",1,68882,4699,
711004,2034,1,Counter-Clockwise,"",,68900,4731,
021007,2035,1,To Visalia Medical Clinic,"",0,68885,4705,
031003,2134,1,,"",,68891,4710,
041007,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051007,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
061005,2031,1,To Frontage/Betty Drive,"",0,68896,6295,
811003,2443,1,Counter Clockwise,"",,68901,4736,
091003,2042,1,To Exeter via Farmersville,"",0,68902,4738,
111003,2041,1,To Tulare,"",0,68903,4744,
161007,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161006,2144,1,To Orchard/Mooney,"",1,68906,4753,
051006,2032,1,To Downtown,"",1,68894,4716,
041006,2036,1,To Downtown,"",1,68892,4713,
151005,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
011012,2037,1,To Government Plaza,"",0,68884,4698,
021006,2035,1,To Downtown,"",1,68889,4708,
011009,2037,1,To Downtown,"",1,68883,4699,
121005,2043,1,To Exeter,"",0,68904,4746,
151006,2040,1,To Downtown,"",1,68905,4750,
021009,2035,1,To Visalia Medical Clinic,"",0,68887,4705,
711005,2034,1,Counter-Clockwise,"",,68899,4731,
161008,2144,1,To Orchard/Mooney,"",1,68907,4753,
111004,2041,1,To Visalia,"",1,68903,4745,
051008,2032,1,To Downtown,"",1,68895,4716,
041008,2036,1,To Downtown,"",1,68893,4713,
011014,2037,1,To Government Plaza,"",0,68882,4698,
041009,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051009,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
161009,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
011011,2037,1,To Downtown,"",1,68884,4699,
091004,2042,1,To Visalia via Farmersville,"",1,68902,4743,
061006,2031,1,To Downtown,"",1,68896,6296,
061007,2031,1,To Frontage/Betty Drive,"",0,68897,6295,
811004,2443,1,Counter Clockwise,"",,68901,4736,
031004,2134,1,,"",,68891,4710,
021008,2035,1,To Downtown,"",1,68885,4708,
151007,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
121006,2043,1,To Visalia,"",1,68904,4747,
011016,2037,1,To Government Plaza,"",0,68883,4698,
011013,2037,1,To Downtown,"",1,68882,4699,
021011,2035,1,To Visalia Medical Clinic,"",0,68889,4705,
711006,2034,1,Counter-Clockwise,"",,68900,4731,
041011,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051011,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
111005,2041,1,To Tulare,"",0,68903,4744,
161011,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161010,2144,1,To Orchard/Mooney,"",1,68906,4753,
051010,2032,1,To Downtown,"",1,68894,4716,
041010,2036,1,To Downtown,"",1,68892,4713,
151008,2040,1,To Downtown,"",1,68905,4750,
011018,2037,1,To Government Plaza,"",0,68884,4698,
021010,2035,1,To Downtown,"",1,68887,4708,
011015,2037,1,To Downtown,"",1,68883,4699,
121007,2043,1,To Exeter,"",0,68904,4746,
061008,2031,1,To Downtown,"",1,68897,6296,
711007,2034,1,Counter-Clockwise,"",,68899,4731,
021013,2035,1,To Visalia Medical Clinic,"",0,68885,4705,
031005,2134,1,,"",,68891,4710,
061009,2031,1,To Frontage/Betty Drive,"",0,68896,6295,
811005,2443,1,Counter Clockwise,"",,68901,4736,
091005,2042,1,To Exeter via Farmersville,"",0,68902,4738,
161012,2144,1,To Orchard/Mooney,"",1,68907,4753,
111006,2041,1,To Visalia,"",1,68903,4745,
051012,2032,1,To Downtown,"",1,68895,4716,
041012,2036,1,To Downtown,"",1,68893,4713,
011020,2037,1,To Government Plaza,"",0,68882,4698,
041013,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051013,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
161013,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
151009,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
011017,2037,1,To Downtown,"",1,68884,4699,
021012,2035,1,To Downtown,"",1,68889,4708,
151010,2040,1,To Downtown,"",1,68905,4750,
121008,2043,1,To Visalia,"",1,68904,4747,
011022,2037,1,To Government Plaza,"",0,68883,4698,
011019,2037,1,To Downtown,"",1,68882,4699,
711008,2034,1,Counter-Clockwise,"",,68900,4731,
021015,2035,1,To Visalia Medical Clinic,"",0,68887,4705,
041015,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051015,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
111007,2041,1,To Tulare,"",0,68903,4744,
161015,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161014,2144,1,To Orchard/Mooney,"",1,68906,4753,
051014,2032,1,To Downtown,"",1,68894,4716,
041014,2036,1,To Downtown,"",1,68892,4713,
091006,2042,1,To Visalia via Farmersville,"",1,68902,4743,
061010,2031,1,To Downtown,"",1,68896,6296,
011024,2037,1,To Government Plaza,"",0,68884,4698,
061011,2031,1,To Frontage/Betty Drive,"",0,68897,6295,
811006,2443,1,Counter Clockwise,"",,68901,4736,
031006,2134,1,,"",,68891,4710,
021014,2035,1,To Downtown,"",1,68885,4708,
011021,2037,1,To Downtown,"",1,68883,4699,
121009,2043,1,To Exeter,"",0,68904,4746,
151011,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
021017,2035,1,To Visalia Medical Clinic,"",0,68889,4705,
711009,2034,1,Counter-Clockwise,"",,68899,4731,
161016,2144,1,To Orchard/Mooney,"",1,68907,4753,
111008,2041,1,To Visalia,"",1,68903,4745,
051016,2032,1,To Downtown,"",1,68895,4716,
041016,2036,1,To Downtown,"",1,68893,4713,
011026,2037,1,To Government Plaza,"",0,68882,4698,
041017,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051017,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
161017,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
151012,2040,1,To Downtown,"",1,68905,4750,
011023,2037,1,To Downtown,"",1,68884,4699,
021016,2035,1,To Downtown,"",1,68887,4708,
121010,2043,1,To Visalia,"",1,68904,4747,
011028,2037,1,To Government Plaza,"",0,68883,4698,
061012,2031,1,To Downtown,"",1,68897,6296,
011025,2037,1,To Downtown,"",1,68882,4699,
711010,2034,1,Counter-Clockwise,"",,68900,4731,
021019,2035,1,To Visalia Medical Clinic,"",0,68885,4705,
031007,2134,1,,"",,68891,4710,
061013,2031,1,To Frontage/Betty Drive,"",0,68896,6295,
811007,2443,1,Counter Clockwise,"",,68901,4736,
091007,2042,1,To Exeter via Farmersville,"",0,68902,4738,
041019,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051019,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
111009,2041,1,To Tulare,"",0,68903,4744,
161019,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161018,2144,1,To Orchard/Mooney,"",1,68906,4753,
051018,2032,1,To Downtown,"",1,68894,4716,
041018,2036,1,To Downtown,"",1,68892,4713,
151013,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
011030,2037,1,To Government Plaza,"",0,68884,4698,
021018,2035,1,To Downtown,"",1,68889,4708,
011027,2037,1,To Downtown,"",1,68883,4699,
121011,2043,1,To Exeter,"",0,68904,4746,
151014,2040,1,To Downtown,"",1,68905,4750,
711011,2034,1,Counter-Clockwise,"",,68899,4731,
021021,2035,1,To Visalia Medical Clinic,"",0,68887,4705,
161020,2144,1,To Orchard/Mooney,"",1,68907,4753,
111010,2041,1,To Visalia,"",1,68903,4745,
051020,2032,1,To Downtown,"",1,68895,4716,
041020,2036,1,To Downtown,"",1,68893,4713,
011032,2037,1,To Government Plaza,"",0,68882,4698,
041021,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051021,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
161021,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
011029,2037,1,To Downtown,"",1,68884,4699,
091008,2042,1,To Visalia via Farmersville,"",1,68902,4743,
061014,2031,1,To Downtown,"",1,68896,6296,
061015,2031,1,To Frontage/Betty Drive,"",0,68897,6295,
811008,2443,1,Counter Clockwise,"",,68901,4736,
031008,2134,1,,"",,68891,4710,
021020,2035,1,To Downtown,"",1,68885,4708,
151015,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
121012,2043,1,To Visalia,"",1,68904,4747,
011034,2037,1,To Government Plaza,"",0,68883,4698,
011031,2037,1,To Downtown,"",1,68882,4699,
711012,2034,1,Counter-Clockwise,"",,68900,4731,
021023,2035,1,To Visalia Medical Clinic,"",0,68889,4705,
041023,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051023,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
111011,2041,1,To Tulare,"",0,68903,4744,
161023,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161022,2144,1,To Orchard/Mooney,"",1,68906,4753,
051022,2032,1,To Downtown,"",1,68894,4716,
041022,2036,1,To Downtown,"",1,68892,4713,
151016,2040,1,To Downtown,"",1,68905,4750,
011036,2037,1,To Government Plaza,"",0,68884,4698,
021022,2035,1,To Downtown,"",1,68887,4708,
011033,2037,1,To Downtown,"",1,68883,4699,
121013,2043,1,To Exeter,"",0,68904,4746,
061016,2031,1,To Downtown,"",1,68897,6296,
021025,2035,1,To Visalia Medical Clinic,"",0,68886,4705,
711013,2034,1,Counter-Clockwise,"",,68899,4731,
031009,2134,1,,"",,68891,4710,
061017,2031,1,To Frontage/Betty Drive,"",0,68896,6295,
811009,2443,1,Counter Clockwise,"",,68901,4736,
091009,2042,1,To Exeter via Farmersville,"",0,68902,4738,
161024,2144,1,To Orchard/Mooney,"",1,68907,4753,
111012,2041,1,To Visalia,"",1,68903,4745,
051024,2032,1,To Downtown,"",1,68895,4716,
041024,2036,1,To Downtown,"",1,68893,4713,
011038,2037,1,To Government Plaza,"",0,68882,4698,
041025,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051025,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
161025,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
151017,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
011035,2037,1,To Downtown,"",1,68884,4699,
021024,2035,1,To Downtown,"",1,68889,4708,
151018,2040,1,To Downtown,"",1,68905,4750,
121014,2043,1,To Visalia,"",1,68904,4747,
011040,2037,1,To Government Plaza,"",0,68883,4698,
011037,2037,1,To Downtown,"",1,68882,4699,
021027,2035,1,To Visalia Medical Clinic,"",0,68888,4705,
711014,2034,1,Counter-Clockwise,"",,68900,4731,
041027,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051027,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
111013,2041,1,To Tulare,"",0,68903,4744,
161027,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161026,2144,1,To Orchard/Mooney,"",1,68906,4753,
051026,2032,1,To Downtown,"",1,68894,4716,
041026,2036,1,To Downtown,"",1,68892,4713,
091010,2042,1,To Visalia via Farmersville,"",1,68902,4743,
061018,2031,1,To Downtown,"",1,68896,6296,
011042,2037,1,To Government Plaza,"",0,68884,4698,
061019,2031,1,To Frontage/Betty Drive,"",0,68898,6295,
021026,2035,1,To Downtown,"",1,68886,4708,
811010,2443,1,Counter Clockwise,"",,68901,4736,
031010,2134,1,,"",,68891,4710,
011039,2037,1,To Downtown,"",1,68883,4699,
121015,2043,1,To Exeter,"",0,68904,4746,
151019,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
021029,2035,1,To Visalia Medical Clinic,"",0,68890,4705,
711015,2034,1,Counter-Clockwise,"",,68899,4731,
161028,2144,1,To Orchard/Mooney,"",1,68907,4753,
111014,2041,1,To Visalia,"",1,68903,4745,
051028,2032,1,To Downtown,"",1,68895,4716,
041028,2036,1,To Downtown,"",1,68893,4713,
011044,2037,1,To Government Plaza,"",0,68882,4698,
041029,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051029,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
161029,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
151020,2040,1,To Downtown,"",1,68905,4750,
011041,2037,1,To Downtown,"",1,68884,4699,
021028,2035,1,To Downtown,"",1,68888,4708,
121016,2043,1,To Visalia,"",1,68904,4747,
011046,2037,1,To Government Plaza,"",0,68883,4698,
061020,2031,1,To Downtown,"",1,68898,6296,
011043,2037,1,To Downtown,"",1,68882,4699,
021031,2035,1,To Visalia Medical Clinic,"",0,68886,4705,
711016,2034,1,Counter-Clockwise,"",,68900,4731,
031011,2134,1,,"",,68891,4710,
061021,2031,1,To Frontage/Betty Drive,"",0,68896,6295,
811011,2443,1,Counter Clockwise,"",,68901,4736,
091011,2042,1,To Exeter via Farmersville,"",0,68902,4738,
041031,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051031,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
111015,2041,1,To Tulare,"",0,68903,4744,
161031,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161030,2144,1,To Orchard/Mooney,"",1,68906,4753,
051030,2032,1,To Downtown,"",1,68894,4716,
041030,2036,1,To Downtown,"",1,68892,4713,
151021,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
011048,2037,1,To Government Plaza,"",0,68884,4698,
021030,2035,1,To Downtown,"",1,68890,4708,
011045,2037,1,To Downtown,"",1,68883,4699,
121017,2043,1,To Exeter,"",0,68904,4746,
151022,2040,1,To Downtown,"",1,68905,4750,
021033,2035,1,To Visalia Medical Clinic,"",0,68888,4705,
711017,2034,1,Counter-Clockwise,"",,68899,4731,
161032,2144,1,To Orchard/Mooney,"",1,68907,4753,
111016,2041,1,To Visalia,"",1,68903,4745,
051032,2032,1,To Downtown,"",1,68895,4716,
041032,2036,1,To Downtown,"",1,68893,4713,
011050,2037,1,To Government Plaza,"",0,68882,4698,
041033,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051033,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
161033,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
011047,2037,1,To Downtown,"",1,68884,4699,
091012,2042,1,To Visalia via Farmersville,"",1,68902,4743,
061022,2031,1,To Downtown,"",1,68896,6296,
061023,2031,1,To Frontage/Betty Drive,"",0,68898,6295,
021032,2035,1,To Downtown,"",1,68886,4708,
811012,2443,1,Counter Clockwise,"",,68901,4736,
031012,2134,1,,"",,68891,4710,
151023,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
121018,2043,1,To Visalia,"",1,68904,4747,
011052,2037,1,To Government Plaza,"",0,68883,4698,
011049,2037,1,To Downtown,"",1,68882,4699,
021035,2035,1,To Visalia Medical Clinic,"",0,68890,4705,
711018,2034,1,Counter-Clockwise,"",,68900,4731,
041035,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051035,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
111017,2041,1,To Tulare,"",0,68903,4744,
161035,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161034,2144,1,To Orchard/Mooney,"",1,68906,4753,
051034,2032,1,To Downtown,"",1,68894,4716,
041034,2036,1,To Downtown,"",1,68892,4713,
151024,2040,1,To Downtown,"",1,68905,4750,
011054,2037,1,To Government Plaza,"",0,68884,4698,
021034,2035,1,To Downtown,"",1,68888,4708,
011051,2037,1,To Downtown,"",1,68883,4699,
121019,2043,1,To Exeter,"",0,68904,4746,
061024,2031,1,To Downtown,"",1,68898,6296,
021037,2035,1,To Visalia Medical Clinic,"",0,68886,4705,
711019,2034,1,Counter-Clockwise,"",,68899,4731,
031013,2134,1,,"",,68891,4710,
061025,2031,1,To Frontage/Betty Drive,"",0,68896,6295,
811013,2443,1,Counter Clockwise,"",,68901,4736,
091013,2042,1,To Exeter via Farmersville,"",0,68902,4738,
161036,2144,1,To Orchard/Mooney,"",1,68907,4753,
111018,2041,1,To Visalia,"",1,68903,4745,
051036,2032,1,To Downtown,"",1,68895,4716,
041036,2036,1,To Downtown,"",1,68893,4713,
011056,2037,1,To Government Plaza,"",0,68882,4698,
041037,2036,1,To Visalia Medical Clinic,"",0,68892,4711,
051037,2032,1,To Visalia Medical Clinic,"",0,68894,4715,
161037,2144,1,To Visalia Medical Clinic,"",0,68906,4752,
151025,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
011053,2037,1,To Downtown,"",1,68884,4699,
021036,2035,1,To Downtown,"",1,68890,4708,
151026,2040,1,To Downtown,"",1,68905,4750,
121020,2043,1,To Visalia,"",1,68904,4747,
011058,2037,1,To Government Plaza,"",0,68883,4698,
011055,2037,1,To Downtown,"",1,68882,4699,
021039,2035,1,To Visalia Medical Clinic,"",0,68888,4705,
711020,2034,1,Counter-Clockwise,"",,68900,4731,
041039,2036,1,To Visalia Medical Clinic,"",0,68893,4711,
051039,2032,1,To Visalia Medical Clinic,"",0,68895,4715,
111019,2041,1,To Tulare,"",0,68903,4744,
161039,2144,1,To Visalia Medical Clinic,"",0,68907,4752,
161038,2144,1,To Orchard/Mooney,"",1,68906,4753,
051038,2032,1,To Downtown,"",1,68894,4716,
041038,2036,1,To Downtown,"",1,68892,4713,
091014,2042,1,To Visalia via Farmersville,"",1,68902,4743,
061026,2031,1,To Downtown,"",1,68896,6296,
011060,2037,1,To Government Plaza,"",0,68884,4698,
061027,2031,1,To Frontage/Betty Drive,"",0,68898,6295,
021038,2035,1,To Downtown,"",1,68886,4708,
811014,2443,1,Counter Clockwise,"",,68901,4736,
031014,2134,1,,"",,68891,4710,
011057,2037,1,To Downtown,"",1,68883,4699,
121021,2043,1,To Exeter,"",0,68904,4746,
151027,2040,1,To Visalia Medical Clinic,"",0,68905,4748,
021041,2035,1,To Visalia Medical Clinic,"",0,68890,4705,
