"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone"
1104,"1104","ADAMS-MESA VERDE",,"33.67276","-117.92476",,,,,
1106,"1106","ADAMS-HARBOR",,"33.67311","-117.91984",,,,,
1107,"1107","ADAMS-PINECREEK",,"33.67477","-117.91391",,,,,
1108,"1108","ADAMS-FAIRVIEW",,"33.67580","-117.90882",,,,,
1109,"1109","ADAMS-FAIRVIEW",,"33.67579","-117.91100",,,,,
1110,"1110","ADAMS-PINECREEK",,"33.67487","-117.91431",,,,,
1111,"1111","ADAMS-HARBOR",,"33.67344","-117.91878",,,,,
1113,"1113","ADAMS-MESA VERDE",,"33.67300","-117.92500",,,,,
1114,"1114","ADAMS-MESA VERDE",,"33.67265","-117.93600",,,,,
1115,"1115","ADAMS-SHANTAR",,"33.67254","-117.94019",,,,,
1116,"1116","ANTON-PARK CENTER",,"33.68998","-117.88244",,,,,
1117,"1117","ANTON-SAKIOKA",,"33.69026","-117.87801",,,,,
1118,"1118","ANTON-AVE OF THE ARTS",,"33.69032","-117.88168",,,,,
1119,"1119","ANTON-PARK CENTER",,"33.69027","-117.88401",,,,,
1121,"1121","AVE OF THE ARTS-SUNFLOWER",,"33.69312","-117.88107",,,,,
1122,"1122","BAKER-COOLIDGE",,"33.68004","-117.90400",,,,,
1123,"1123","BAKER-MENDOZA",,"33.68000","-117.90065",,,,,
1124,"1124","BAKER-HYDE",,"33.67997","-117.89600",,,,,
1125,"1125","BAKER-BEAR",,"33.67997","-117.89392",,,,,
1126,"1126","BAKER-CENTURY",,"33.67998","-117.88981",,,,,
1132,"1132","BAKER-RANDOLPH",,"33.68022","-117.88759",,,,,
1133,"1133","BAKER-JEFFREY",,"33.68020","-117.89072",,,,,
1134,"1134","BAKER-BEAR",,"33.68020","-117.89523",,,,,
1135,"1135","BAKER-POWELL",,"33.68022","-117.89731",,,,,
1136,"1136","BAKER-GRANT",,"33.68019","-117.90072",,,,,
1137,"1137","BAKER-FAIRVIEW",,"33.68024","-117.90582",,,,,
1138,"1138","BRISTOL-RED HILL",,"33.66709","-117.88251",,,,,
1139,"1139","BRISTOL-RANDOLPH",,"33.67675","-117.88739",,,,,
1140,"1140","BRISTOL-BAKER",,"33.68027","-117.88552",,,,,
1141,"1141","BRISTOL-PAULARINO",,"33.68264","-117.88540",,,,,
1142,"1142","BRISTOL-ANTON",,"33.69113","-117.88536",,,,,
1143,"1143","BRISTOL-TOWN CENTER",,"33.69204","-117.88574",,,,,
1144,"1144","BRISTOL-PAULARINO",,"33.68207","-117.88586",,,,,
1145,"1145","BRISTOL-BAKER",,"33.68046","-117.88593",,,,,
1146,"1146","BRISTOL-BAKER",,"33.67914","-117.88596",,,,,
1147,"1147","BRISTOL-RANDOLPH",,"33.67675","-117.88775",,,,,
1148,"1148","BRISTOL-BEAR",,"33.67439","-117.88932",,,,,
1155,"1155","FAIR-FAIRVIEW",,"33.66372","-117.90633",,,,,
1156,"1156","FAIR-ENT VANGUARD",,"33.66375","-117.90166",,,,,
1157,"1157","DEL MAR-NEWPORT",,"33.66229","-117.89647",,,,,
1158,"1158","DEL MAR-ORANGE",,"33.66064","-117.89392",,,,,
1159,"1159","DEL MAR-SANTA ANA",,"33.65831","-117.89073",,,,,
1160,"1160","DEL MAR-SANTA ANA",,"33.65850","-117.89074",,,,,
1161,"1161","DEL MAR-ORANGE",,"33.66044","-117.89345",,,,,
1162,"1162","DEL MAR-NEWPORT",,"33.66237","-117.89618",,,,,
1163,"1163","FAIR-ENT 88 OC FAIRGROUNDS",,"33.66398","-117.90332",,,,,
1168,"1168","FAIRVIEW-WILSON",,"33.65681","-117.90756",,,,,
1170,"1170","FAIRVIEW-YORKTOWN",,"33.66097","-117.90760",,,,,
1171,"1171","FAIRVIEW-FAIR",,"33.66425","-117.90752",,,,,
1172,"1172","FAIRVIEW-MERRIMAC",,"33.66678","-117.90754",,,,,
1173,"1173","FAIRVIEW-ARLINGTON",,"33.67026","-117.90759",,,,,
1174,"1174","FAIRVIEW-EL CAMINO",,"33.67541","-117.90767",,,,,
1175,"1175","FAIRVIEW-BAKER",,"33.67925","-117.90757",,,,,
1176,"1176","FAIRVIEW-PAULARINO",,"33.68277","-117.90771",,,,,
1178,"1178","FAIRVIEW-SOUTH COAST",,"33.69175","-117.90765",,,,,
1179,"1179","FAIRVIEW-SUNFLOWER",,"33.69534","-117.90795",,,,,
1180,"1180","FAIRVIEW-SOUTH COAST",,"33.69313","-117.90796",,,,,
1181,"1181","FAIRVIEW-SOUTH COAST",,"33.69160","-117.90794",,,,,
1183,"1183","FAIRVIEW-PAULARINO",,"33.68263","-117.90798",,,,,
1184,"1184","FAIRVIEW-BAKER",,"33.67995","-117.90800",,,,,
1185,"1185","FAIRVIEW-ADAMS",,"33.67509","-117.90799",,,,,
1186,"1186","FAIRVIEW-ARLINGTON",,"33.66996","-117.90796",,,,,
1187,"1187","FAIRVIEW-MERRIMAC",,"33.66785","-117.90794",,,,,
1188,"1188","FAIRVIEW-FAIR",,"33.66341","-117.90784",,,,,
1189,"1189","FAIRVIEW-LOYOLA",,"33.66071","-117.90785",,,,,
1192,"1192","HARBOR-BERNARD",,"33.64501","-117.91890",,,,,
1194,"1194","HARBOR-BAY",,"33.64932","-117.91892",,,,,
1195,"1195","HARBOR-VICTORIA",,"33.65350","-117.91896",,,,,
1196,"1196","HARBOR-WILSON",,"33.65748","-117.91897",,,,,
1197,"1197","HARBOR-ENT 2300 HARBOR CENTER",,"33.66015","-117.91902",,,,,
1198,"1198","HARBOR-FAIR",,"33.66295","-117.91901",,,,,
1200,"1200","HARBOR-PETERSON",,"33.67004","-117.91908",,,,,
1201,"1201","HARBOR-ADAMS",,"33.67405","-117.91913",,,,,
1202,"1202","HARBOR-PONDEROSA",,"33.67592","-117.91913",,,,,
1203,"1203","HARBOR-BAKER",,"33.67972","-117.91910",,,,,
1204,"1204","HARBOR-NUTMEG",,"33.68169","-117.91914",,,,,
1205,"1205","HARBOR-GISLER",,"33.68573","-117.91922",,,,,
1206,"1206","HARBOR-SOUTH COAST",,"33.69231","-117.91924",,,,,
1207,"1207","HARBOR-MACARTHUR",,"33.70158","-117.91975",,,,,
1208,"1208","HARBOR-SCENIC",,"33.69815","-117.91975",,,,,
1209,"1209","HARBOR-SUNFLOWER",,"33.69601","-117.91971",,,,,
1210,"1210","HARBOR-LAW COURT",,"33.69175","-117.91963",,,,,
1211,"1211","HARBOR-GISLER",,"33.68565","-117.91964",,,,,
1212,"1212","HARBOR-NUTMEG",,"33.68163","-117.91957",,,,,
1213,"1213","HARBOR-BAKER",,"33.67883","-117.91951",,,,,
1214,"1214","HARBOR-PONDEROSA",,"33.67542","-117.91948",,,,,
1215,"1215","HARBOR-ADAMS",,"33.67170","-117.91947",,,,,
1217,"1217","HARBOR-MERRIMAC",,"33.66778","-117.91943",,,,,
1218,"1218","HARBOR-FAIR",,"33.66262","-117.91943",,,,,
1219,"1219","HARBOR-ENT 2300 HARBOR CENTER",,"33.65932","-117.91940",,,,,
1220,"1220","HARBOR-WILSON",,"33.65542","-117.91930",,,,,
1221,"1221","HARBOR-VICTORIA",,"33.65316","-117.91925",,,,,
1222,"1222","HARBOR-BAY",,"33.64863","-117.91920",,,,,
1223,"1223","HARBOR-FORD",,"33.64610","-117.91922",,,,,
1224,"1224","HARBOR-19TH",,"33.64283","-117.91915",,,,,
1225,"1225","HYLAND-SUNFLOWER",,"33.69598","-117.92486",,,,,
1226,"1226","HYLAND-SCENIC",,"33.69960","-117.92564",,,,,
1227,"1227","HYLAND-SCENIC",,"33.69898","-117.92589",,,,,
1228,"1228","HYLAND-SUNFLOWER",,"33.69522","-117.92508",,,,,
1229,"1229","HYLAND-ENT 3333 STATE FARM",,"33.69344","-117.92502",,,,,
1230,"1230","MACARTHUR-HYLAND",,"33.70178","-117.92811",,,,,
1231,"1231","MACARTHUR-HYLAND",,"33.70181","-117.92511",,,,,
1232,"1232","MACARTHUR-CRODDY",,"33.70186","-117.92242",,,,,
1233,"1233","MAIN-SUNFLOWER",,"33.69331","-117.86845",,,,,
1234,"1234","NEWPORT-17TH",,"33.63700","-117.92175",,,,,
1236,"1236","NEWPORT-BROADWAY",,"33.64204","-117.91762",,,,,
1237,"1237","NEWPORT-19TH",,"33.64396","-117.91576",,,,,
1239,"1239","NEWPORT-BAY",,"33.64720","-117.91256",,,,,
1240,"1240","NEWPORT-21ST",,"33.64946","-117.91031",,,,,
1241,"1241","NEWPORT-22ND",,"33.65118","-117.90859",,,,,
1242,"1242","NEWPORT-23RD",,"33.65429","-117.90549",,,,,
1243,"1243","NEWPORT-WILSON",,"33.65662","-117.90318",,,,,
1244,"1244","NEWPORT-MONTE VISTA",,"33.66041","-117.89945",,,,,
1245,"1245","NEWPORT-FAIR",,"33.66294","-117.89868",,,,,
1246,"1246","NEWPORT-VANGUARD",,"33.65751","-117.90402",,,,,
1247,"1247","NEWPORT-FAIRVIEW",,"33.65305","-117.90800",,,,,
1248,"1248","NEWPORT-VICTORIA",,"33.65152","-117.90952",,,,,
1249,"1249","NEWPORT-BAY",,"33.64886","-117.91215",,,,,
1250,"1250","NEWPORT-FORD",,"33.64547","-117.91534",,,,,
1251,"1251","NEWPORT-19TH",,"33.64267","-117.91744",,,,,
1252,"1252","NEWPORT-18TH",,"33.64027","-117.91989",,,,,
1287,"1287","PAULARINO-BRISTOL",,"33.68232","-117.88537",,,,,
1288,"1288","PAULARINO-ENTERPRISE",,"33.68225","-117.88223",,,,,
1289,"1289","PAULARINO-ENTERPRISE",,"33.68245","-117.88285",,,,,
1290,"1290","PLACENTIA-16TH",,"33.63282","-117.93178",,,,,
1291,"1291","PLACENTIA-17TH",,"33.63679","-117.93182",,,,,
1292,"1292","PLACENTIA-18TH",,"33.63955","-117.93187",,,,,
1293,"1293","PLACENTIA-19TH",,"33.64244","-117.93191",,,,,
1294,"1294","PLACENTIA-20TH",,"33.64687","-117.93198",,,,,
1295,"1295","PLACENTIA-VICTORIA",,"33.65181","-117.93197",,,,,
1296,"1296","PLACENTIA-WILSON",,"33.65501","-117.93227",,,,,
1297,"1297","PLACENTIA-VICTORIA",,"33.65143","-117.93220",,,,,
1298,"1298","PLACENTIA-20TH",,"33.64651","-117.93216",,,,,
1299,"1299","PLACENTIA-19TH",,"33.64261","-117.93210",,,,,
1300,"1300","PLACENTIA-18TH",,"33.63936","-117.93207",,,,,
1301,"1301","PLACENTIA-17TH",,"33.63540","-117.93202",,,,,
1302,"1302","PLACENTIA-16TH",,"33.63215","-117.93198",,,,,
1314,"1314","RED HILL-BRISTOL",,"33.66685","-117.88165",,,,,
1315,"1315","RED HILL-CLINTON",,"33.66880","-117.87969",,,,,
1316,"1316","RED HILL-KALMUS",,"33.67270","-117.87845",,,,,
1317,"1317","RED HILL-FISCHER",,"33.67491","-117.87839",,,,,
1318,"1318","RED HILL-BAKER",,"33.67811","-117.87559",,,,,
1319,"1319","RED HILL-PAULARINO",,"33.67956","-117.87414",,,,,
1320,"1320","RED HILL-MCCORMICK",,"33.68162","-117.87209",,,,,
1321,"1321","RED HILL-AIRPORT LOOP",,"33.68483","-117.86892",,,,,
1322,"1322","RED HILL-PULLMAN",,"33.68429","-117.86979",,,,,
1323,"1323","RED HILL-MCCORMICK",,"33.68112","-117.87292",,,,,
1324,"1324","RED HILL-PAULARINO",,"33.67962","-117.87449",,,,,
1325,"1325","RED HILL-BAKER",,"33.67762","-117.87647",,,,,
1326,"1326","RED HILL-FISCHER",,"33.67509","-117.87863",,,,,
1327,"1327","RED HILL-KALMUS",,"33.67156","-117.87864",,,,,
1328,"1328","RED HILL-CLINTON",,"33.66875","-117.88012",,,,,
1330,"1330","SUNFLOWER-HARBOR",,"33.69555","-117.91883",,,,,
1332,"1332","SUNFLOWER-SUSAN",,"33.69557","-117.91395",,,,,
1333,"1333","SUNFLOWER-FAIRVIEW",,"33.69561","-117.90953",,,,,
1334,"1334","SUNFLOWER-FAIRVIEW",,"33.69565","-117.90698",,,,,
1335,"1335","SUNFLOWER-WIMBLEDON",,"33.69617","-117.90369",,,,,
1336,"1336","SUNFLOWER-SMALLEY",,"33.69623","-117.90037",,,,,
1337,"1337","SUNFLOWER-FUCHSIA",,"33.69624","-117.89799",,,,,
1338,"1338","SUNFLOWER-BEAR",,"33.69405","-117.89280",,,,,
1339,"1339","SUNFLOWER-PLAZA",,"33.69408","-117.88964",,,,,
1340,"1340","SUNFLOWER-PARK CENTER",,"33.69401","-117.88383",,,,,
1341,"1341","SUNFLOWER-AVE OF THE ARTS",,"33.69402","-117.88058",,,,,
1342,"1342","SUNFLOWER-SAKIOKA",,"33.69396","-117.87650",,,,,
1343,"1343","SUNFLOWER-ROSS",,"33.69399","-117.87295",,,,,
1344,"1344","SUNFLOWER-TIMBER",,"33.69400","-117.87045",,,,,
1345,"1345","SUNFLOWER-HARBOR",,"33.69571","-117.92010",,,,,
1348,"1348","VICTORIA-CANYON",,"33.65216","-117.94440",,,,,
1349,"1349","VICTORIA-AMERICAN",,"33.65238","-117.94068",,,,,
1350,"1350","VICTORIA-NATIONAL",,"33.65246","-117.93635",,,,,
1351,"1351","VICTORIA-PLACENTIA",,"33.65226","-117.93067",,,,,
1352,"1352","VICTORIA-POMONA",,"33.65239","-117.92709",,,,,
1353,"1353","VICTORIA-MAPLE",,"33.65242","-117.92310",,,,,
1360,"1360","VICTORIA-HARBOR",,"33.65268","-117.91967",,,,,
1361,"1361","VICTORIA-MAPLE",,"33.65264","-117.92212",,,,,
1362,"1362","VICTORIA-POMONA",,"33.65255","-117.92832",,,,,
1363,"1363","VICTORIA-PLACENTIA",,"33.65282","-117.93275",,,,,
1364,"1364","VICTORIA-NATIONAL",,"33.65284","-117.93752",,,,,
1365,"1365","VICTORIA-AMERICAN",,"33.65260","-117.94081",,,,,
1366,"1366","VICTORIA-PACIFIC",,"33.65179","-117.94740",,,,,
1367,"1367","WILSON-PLACENTIA",,"33.65598","-117.93160",,,,,
1368,"1368","WILSON-POMONA",,"33.65604","-117.92856",,,,,
1369,"1369","WILSON-ANAHEIM",,"33.65607","-117.92339",,,,,
1370,"1370","WILSON-HARBOR",,"33.65605","-117.92074",,,,,
1371,"1371","WILSON-HARBOR",,"33.65609","-117.91792",,,,,
1373,"1373","WILSON-COLGATE",,"33.65615","-117.91123",,,,,
1375,"1375","WILSON-FORDHAM",,"33.65627","-117.91486",,,,,
1376,"1376","WILSON-COLLEGE",,"33.65641","-117.91678",,,,,
1377,"1377","WILSON-HARBOR",,"33.65624","-117.91988",,,,,
1378,"1378","WILSON-MAPLE",,"33.65621","-117.92282",,,,,
1379,"1379","WILSON-MEYER",,"33.65618","-117.92482",,,,,
1380,"1380","WILSON-POMONA",,"33.65616","-117.92817",,,,,
1381,"1381","ANTON-SAKIOKA",,"33.69000","-117.87728",,,,,
1385,"1385","BALL-BLOOMFIELD",,"33.81746","-118.06267",,,,,
1386,"1386","BALL-DELANO",,"33.81744","-118.05774",,,,,
1387,"1387","BALL-DENNI",,"33.81675","-118.05405",,,,,
1388,"1388","BALL-LARWIN",,"33.81674","-118.04809",,,,,
1389,"1389","BALL-MOODY",,"33.81677","-118.04503",,,,,
1390,"1390","BALL-SAINT CHARLES",,"33.81681","-118.04114",,,,,
1391,"1391","BALL-WALKER",,"33.81687","-118.03649",,,,,
1392,"1392","BALL-MYRA",,"33.81692","-118.03157",,,,,
1393,"1393","BALL-HOLDER",,"33.81726","-118.02013",,,,,
1394,"1394","BALL-JUANITA",,"33.81723","-118.02451",,,,,
1395,"1395","BALL-VALLEY VIEW",,"33.81718","-118.02914",,,,,
1396,"1396","BALL-CABRILLO",,"33.81714","-118.03275",,,,,
1397,"1397","BALL-WALKER",,"33.81710","-118.03720",,,,,
1398,"1398","BALL-GRINDLAY",,"33.81705","-118.04161",,,,,
1399,"1399","BALL-MOODY",,"33.81704","-118.04624",,,,,
1400,"1400","BALL-LARWIN",,"33.81698","-118.04886",,,,,
1401,"1401","BALL-SORRENTO",,"33.81696","-118.05244",,,,,
1402,"1402","BALL-DENNI",,"33.81714","-118.05504",,,,,
1403,"1403","BALL-VIA LARGO",,"33.81768","-118.05909",,,,,
1412,"1412","KATELLA-WARLAND",,"33.80280","-118.03389",,,,,
1413,"1413","KATELLA-VALLEY VIEW",,"33.80272","-118.02770",,,,,
1414,"1414","KATELLA-HOPE",,"33.80278","-118.02362",,,,,
1415,"1415","KATELLA-HOLDER",,"33.80273","-118.01934",,,,,
1416,"1416","KATELLA-MERIDIAN",,"33.80272","-118.01400",,,,,
1417,"1417","KATELLA-KNOTT",,"33.80303","-118.01167",,,,,
1418,"1418","KATELLA-MERIDIAN",,"33.80304","-118.01470",,,,,
1419,"1419","KATELLA-HOLDER",,"33.80304","-118.02033",,,,,
1420,"1420","KATELLA-HOPE",,"33.80307","-118.02458",,,,,
1421,"1421","KATELLA-VALLEY VIEW",,"33.80311","-118.02899",,,,,
1422,"1422","KATELLA-DOUGLAS",,"33.80310","-118.03400",,,,,
1423,"1423","KATELLA-WALKER",,"33.80315","-118.03782",,,,,
1424,"1424","KATELLA-WINNERS CIRCLE",,"33.80311","-118.04045",,,,,
1425,"1425","KATELLA-SIBONEY",,"33.80313","-118.04328",,,,,
1426,"1426","KATELLA-ENTERPRISE",,"33.80317","-118.04977",,,,,
1427,"1427","KNOTT-CERRITOS",,"33.80960","-118.01089",,,,,
1428,"1428","KNOTT-JONATHON",,"33.80641","-118.01084",,,,,
1429,"1429","KNOTT-KATELLA",,"33.80222","-118.01121",,,,,
1430,"1430","KNOTT-LONGFORD",,"33.79959","-118.01126",,,,,
1431,"1431","KNOTT-ORANGEWOOD",,"33.79529","-118.01129",,,,,
1432,"1432","KNOTT-LEILANI",,"33.79339","-118.01129",,,,,
1433,"1433","LINCOLN-BLOOMFIELD",,"33.83157","-118.06077",,,,,
1434,"1434","LINCOLN-LINCOLN PLAZA",,"33.83153","-118.05754",,,,,
1435,"1435","LINCOLN-DENNI",,"33.83154","-118.05530",,,,,
1436,"1436","LINCOLN-SUMNER",,"33.83144","-118.05068",,,,,
1437,"1437","LINCOLN-MOODY",,"33.83160","-118.04507",,,,,
1438,"1438","LINCOLN-GRINDLAY",,"33.83160","-118.04208",,,,,
1439,"1439","LINCOLN-WALKER",,"33.83148","-118.03678",,,,,
1440,"1440","LINCOLN-HOME DEPOT",,"33.83165","-118.03091",,,,,
1441,"1441","LINCOLN-LOS ALTOS",,"33.83182","-118.03289",,,,,
1442,"1442","LINCOLN-WALKER",,"33.83179","-118.03770",,,,,
1443,"1443","LINCOLN-GRINDLAY",,"33.83184","-118.04122",,,,,
1444,"1444","LINCOLN-MOODY",,"33.83180","-118.04629",,,,,
1445,"1445","LINCOLN-SUMNER",,"33.83177","-118.05016",,,,,
1446,"1446","LINCOLN-DENNI",,"33.83179","-118.05532",,,,,
1448,"1448","LINCOLN-BLOOMFIELD",,"33.83187","-118.06120",,,,,
1453,"1453","VALLEY VIEW-NOUMEA",,"33.79317","-118.02837",,,,,
1454,"1454","VALLEY VIEW-ORANGEWOOD",,"33.79603","-118.02842",,,,,
1455,"1455","VALLEY VIEW-PHYLISS",,"33.80009","-118.02815",,,,,
1456,"1456","VALLEY VIEW-KATELLA",,"33.80342","-118.02815",,,,,
1457,"1457","VALLEY VIEW-CHIP",,"33.80602","-118.02818",,,,,
1458,"1458","VALLEY VIEW-BALL",,"33.81751","-118.02808",,,,,
1459,"1459","VALLEY VIEW-FRED",,"33.82011","-118.02811",,,,,
1460,"1460","VALLEY VIEW-ORANGE",,"33.82475","-118.02818",,,,,
1461,"1461","VALLEY VIEW-LAKESHORE",,"33.82887","-118.02818",,,,,
1462,"1462","VALLEY VIEW-LAKESHORE",,"33.82813","-118.02853",,,,,
1463,"1463","VALLEY VIEW-ORANGE",,"33.82374","-118.02848",,,,,
1464,"1464","VALLEY VIEW-FRED",,"33.81988","-118.02846",,,,,
1465,"1465","VALLEY VIEW-BALL",,"33.81658","-118.02842",,,,,
1466,"1466","VALLEY VIEW-BELLE",,"33.81460","-118.02840",,,,,
1467,"1467","VALLEY VIEW-CATHY",,"33.81214","-118.02849",,,,,
1468,"1468","VALLEY VIEW-CERRITOS",,"33.81017","-118.02834",,,,,
1469,"1469","VALLEY VIEW-KATELLA",,"33.80249","-118.02858",,,,,
1470,"1470","VALLEY VIEW-ORANGEWOOD",,"33.79598","-118.02868",,,,,
1471,"1471","VALLEY VIEW-NOUMEA",,"33.79338","-118.02870",,,,,
1501,"1501","PACIFIC COAST-DEL OBISPO",,"33.46509","-117.68719",,,,,
1503,"1503","PACIFIC COAST-ALCAZAR",,"33.46696","-117.69445",,,,,
1506,"1506","PACIFIC COAST-AMBER LANTERN",,"33.46645","-117.70258",,,,,
1507,"1507","PACIFIC COAST-RUBY LANTERN",,"33.46592","-117.70526",,,,,
1508,"1508","PACIFIC COAST-SELVA",,"33.47045","-117.71286",,,,,
1509,"1509","PACIFIC COAST-NIGUEL",,"33.47629","-117.71683",,,,,
1510,"1510","PACIFIC COAST-MONARCH BAY PLAZA",,"33.48545","-117.72541",,,,,
1511,"1511","PACIFIC COAST-CROWN VALLEY",,"33.48726","-117.72745",,,,,
1512,"1512","PACIFIC COAST-VIA MENTONE",,"33.49034","-117.73110",,,,,
1513,"1513","PACIFIC COAST-MONARCH BAY",,"33.48639","-117.72691",,,,,
1514,"1514","PACIFIC COAST-RITZ CARLTON",,"33.47847","-117.71864",,,,,
1515,"1515","PACIFIC COAST-RITZ CARLTON",,"33.47548","-117.71661",,,,,
1516,"1516","PACIFIC COAST-SELVA",,"33.47002","-117.71301",,,,,
1517,"1517","PACIFIC COAST-BINNACLE LANTERN",,"33.46593","-117.69166",,,,,
1518,"1518","PACIFIC COAST-DANA POINT HARBOR",,"33.46502","-117.68753",,,,,
1528,"1528","DANA POINT HARBOR-PARK LANTERN",,"33.46429","-117.68856",,,,,
1530,"1530","DEL OBISPO-COMMUNITY CENTER",,"33.46822","-117.68452",,,,,
1531,"1531","DEL OBISPO-QUAIL RUN",,"33.47078","-117.68385",,,,,
1532,"1532","DEL OBISPO-LIGHTHOUSE",,"33.47324","-117.68438",,,,,
1533,"1533","DEL OBISPO-STONEHILL",,"33.47513","-117.68486",,,,,
1534,"1534","DEL OBISPO-GOLDEN SPRING",,"33.47752","-117.68542",,,,,
1535,"1535","DEL OBISPO-BLUE SAIL",,"33.47946","-117.68525",,,,,
1536,"1536","DEL OBISPO-WESTBORNE",,"33.48471","-117.68428",,,,,
1537,"1537","DEL OBISPO-BLUE FIN",,"33.48176","-117.68524",,,,,
1538,"1538","DEL OBISPO-GOLDEN SPRING",,"33.47707","-117.68542",,,,,
1539,"1539","DEL OBISPO-STONEHILL",,"33.47554","-117.68503",,,,,
1540,"1540","DEL OBISPO-LIGHTHOUSE",,"33.47299","-117.68449",,,,,
1541,"1541","DEL OBISPO-VILLAGE",,"33.46743","-117.68537",,,,,
1545,"1545","DEL PRADO-GOLDEN LANTERN",,"33.46562","-117.69731",,,,,
1546,"1546","DEL PRADO-COPPER LANTERN",,"33.46642","-117.69428",,,,,
1551,"1551","GOLDEN LANTERN-DANA POINT HARBOR",,"33.46351","-117.69378",,,,,
1553,"1553","GOLDEN LANTERN-LA CRESTA",,"33.46869","-117.69780",,,,,
1554,"1554","GOLDEN LANTERN-LA PAZ",,"33.47115","-117.69773",,,,,
1555,"1555","GOLDEN LANTERN-SELVA",,"33.47342","-117.69775",,,,,
1556,"1556","GOLDEN LANTERN-MERIDIAN",,"33.47540","-117.69744",,,,,
1557,"1557","GOLDEN LANTERN-ACAPULCO",,"33.47984","-117.69759",,,,,
1558,"1558","GOLDEN LANTERN-OCEAN SPRAY",,"33.48121","-117.69760",,,,,
1559,"1559","GOLDEN LANTERN-DANA WOODS",,"33.48593","-117.69789",,,,,
1560,"1560","GOLDEN LANTERN-SEABROOK",,"33.48807","-117.69791",,,,,
1561,"1561","GOLDEN LANTERN-CAMINO DEL AVION",,"33.49077","-117.69774",,,,,
1562,"1562","GOLDEN LANTERN-SEABROOK",,"33.48767","-117.69826",,,,,
1563,"1563","GOLDEN LANTERN-DANA WOODS",,"33.48488","-117.69819",,,,,
1564,"1564","GOLDEN LANTERN-PRISCILLA",,"33.48054","-117.69791",,,,,
1565,"1565","GOLDEN LANTERN-ACAPULCO",,"33.47878","-117.69789",,,,,
1566,"1566","GOLDEN LANTERN-STONEHILL",,"33.47589","-117.69789",,,,,
1567,"1567","GOLDEN LANTERN-SELVA",,"33.47334","-117.69806",,,,,
1568,"1568","GOLDEN LANTERN-LA CRESTA",,"33.46880","-117.69811",,,,,
1569,"1569","GOLDEN LANTERN-PACIFIC COAST",,"33.46700","-117.69813",,,,,
1600,"1600","ASSOCIATED-YORBA LINDA",,"33.88990","-117.88553",,,,,
1602,"1602","ASSOCIATED-BASTANCHURY",,"33.89393","-117.88546",,,,,
1603,"1603","ASSOCIATED-ENT 2600 PARKSIDE",,"33.89807","-117.88342",,,,,
1604,"1604","ASSOCIATED-PARK VISTA",,"33.90121","-117.88314",,,,,
1605,"1605","ASSOCIATED-ROLLING HILLS",,"33.90386","-117.88327",,,,,
1606,"1606","ASSOCIATED-GINGERWOOD",,"33.90799","-117.88080",,,,,
1607,"1607","ASSOCIATED-IMPERIAL",,"33.91029","-117.88029",,,,,
1608,"1608","ASSOCIATED-GINGERWOOD",,"33.90771","-117.88138",,,,,
1609,"1609","ASSOCIATED-PARK VISTA",,"33.90284","-117.88341",,,,,
1610,"1610","ASSOCIATED-CRAIG",,"33.90033","-117.88328",,,,,
1611,"1611","ASSOCIATED-ENT 2600 PARKSIDE",,"33.89741","-117.88410",,,,,
1612,"1612","ASSOCIATED-BASTANCHURY",,"33.89254","-117.88583",,,,,
1624,"1624","BRADFORD-YORBA LINDA",,"33.88769","-117.86608",,,,,
1625,"1625","BRADFORD-TOPAZ",,"33.88521","-117.86680",,,,,
1626,"1626","BREA-LEMON",,"33.88634","-117.92127",,,,,
1627,"1627","BREA-LONGVIEW",,"33.88885","-117.91846",,,,,
1628,"1628","BREA-PANORAMA",,"33.89278","-117.91633",,,,,
1629,"1629","BREA-BASTANCHURY",,"33.89985","-117.90897",,,,,
1630,"1630","BREA-ROLLING HILLS",,"33.90347","-117.90725",,,,,
1631,"1631","BREA-EVERGREEN",,"33.90665","-117.90554",,,,,
1632,"1632","BREA-ROLLING HILLS",,"33.90335","-117.90763",,,,,
1634,"1634","BREA-BASTANCHURY",,"33.89899","-117.90967",,,,,
1635,"1635","BREA-PANORAMA",,"33.89230","-117.91718",,,,,
1636,"1636","BREA-LONGVIEW",,"33.88905","-117.91872",,,,,
1637,"1637","BREA-MARION",,"33.88661","-117.92126",,,,,
1638,"1638","BROOKHURST-ROBERTA",,"33.85645","-117.95919",,,,,
1639,"1639","BROOKHURST-ORANGETHORPE",,"33.85964","-117.95923",,,,,
1640,"1640","BROOKHURST-SOUTHGATE",,"33.86108","-117.95924",,,,,
1641,"1641","BROOKHURST-OAK",,"33.86450","-117.95928",,,,,
1642,"1642","BROOKHURST-VALENCIA",,"33.86676","-117.95931",,,,,
1643,"1643","BROOKHURST-COMMONWEALTH",,"33.86844","-117.95933",,,,,
1644,"1644","BROOKHURST-COMMONWEALTH",,"33.86953","-117.95960",,,,,
1645,"1645","BROOKHURST-VALENCIA",,"33.86690","-117.95956",,,,,
1646,"1646","BROOKHURST-OAK",,"33.86391","-117.95951",,,,,
1647,"1647","BROOKHURST-SOUTHGATE",,"33.86096","-117.95945",,,,,
1648,"1648","BROOKHURST-ORANGETHORPE",,"33.85953","-117.95944",,,,,
1649,"1649","BROOKHURST-PAGE",,"33.85548","-117.95941",,,,,
