stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
199,812081,"Delta Fair Blvd & Belle Dr",38.005453,-121.854222,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=199"
200,812075,"Delta Fair Blvd & School St",38.003651,-121.850311,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=200"
201,812068,"Delta Fair Blvd & Kendree St",38.003001,-121.847186,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=201"
202,812052,"Delta Fair Blvd & Somersville Towne Center",38.003644,-121.841802,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=202"
203,812047,"Auto Center Dr & Sycamore Dr",38.005931,-121.834741,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=203"
204,812034,"Sycamore Dr & Canal",38.005570,-121.830745,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=204"
205,812023,"Sycamore Dr & Spanos St",38.005291,-121.827580,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=205"
206,812010,"Sycamore Dr & Banyan Wy",38.004881,-121.825108,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=206"
207,812006,"Sycamore Dr & Lemontree Wy",38.004201,-121.821887,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=207"
208,811996,"L St & William Reed Dr",38.004339,-121.819901,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=208"
209,811983,"L St & West 18th St",38.005945,-121.819629,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=209"
210,811965,"L St & West 9th St",38.011809,-121.819615,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=210"
211,811954,"L St & West 5th St",38.015018,-121.819615,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=211"
212,811949,"West 4th St & J St",38.015427,-121.817763,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=212"
213,819018,"West 4th St & I St",38.015424,-121.816013,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=213"
214,811920,"West 6th St & A St",38.013985,-121.806376,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=214"
215,811912,"A St & West 6th St",38.013789,-121.806289,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=215"
216,811908,"A St & East 13th St",38.008767,-121.806141,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=216"
217,811898,"A St & West 16th St",38.006063,-121.806142,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=217"
218,811880,"A St & East 19th St",38.004323,-121.806159,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=218"
219,811879,"A St & Belshaw St",38.001756,-121.806161,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=219"
221,811851,"Lone Tree Wy & West Tregallas Rd",37.995240,-121.807668,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=221"
222,811846,"Lone Tree Wy & Robert St",37.992027,-121.807895,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=222"
223,811833,"Lone Tree Wy & Terranova Dr",37.989536,-121.807774,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=223"
224,811822,"Lone Tree Wy & Clearbrook Rd",37.987030,-121.806644,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=224"
225,811814,"Lone Tree Wy & Davison Dr",37.984600,-121.805980,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=225"
226,811805,"Lone Tree Wy & Clayburn Rd",37.983040,-121.805847,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=226"
227,811795,"Lone Tree Wy & Golf Course Rd",37.976459,-121.802077,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=227"
228,811782,"Lone Tree Wy & Dallas Ranch Rd",37.970867,-121.795192,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=228"
229,811776,"Lone Tree Wy & Black Diamond Dr",37.969311,-121.790040,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=229"
230,811769,"Lone Tree Wy & Deer Valley Plz",37.967342,-121.784422,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=230"
231,811753,"Hillcrest Ave & Lone Tree Wy",37.962376,-121.759780,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=231"
232,811585,"Canada Valley Rd & Lone Tree Wy",37.962017,-121.747534,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=232"
233,811571,"Canada Valley Rd & Lone Tree Wy",37.962728,-121.747241,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=233"
234,811592,"Canada Valley Rd & McFarlan Ranch Wy",37.966201,-121.747369,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=234"
235,811563,"Canada Valley Rd & McFarlan Ranch Wy",37.966390,-121.747289,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=235"
236,811748,"Hillcrest Ave & Country Hills Dr",37.966858,-121.759895,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=236"
237,811603,"Canada Valley Rd & Vista Grande Dr",37.968817,-121.750498,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=237"
238,811559,"Canada Valley Rd & Vista Grande Dr",37.969365,-121.750482,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=238"
239,811730,"Hillcrest Ave & Laurel Rd",37.970526,-121.760364,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=239"
240,811500,"Laurel Rd & Hillcrest Ave",37.970829,-121.760475,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=240"
241,811657,"Laurel Rd & Hillcrest Ave",37.970812,-121.760040,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=241"
242,811642,"Laurel Rd & Canada Hills Dr",37.972022,-121.758658,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=242"
243,811516,"Laurel Rd & Canada Hills Wy",37.972322,-121.758858,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=243"
244,811544,"Canada Valley Rd & Palomino Wy",37.971925,-121.752665,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=244"
245,811619,"Canada Valley Rd & Palomino Wy",37.971475,-121.752290,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=245"
246,811537,"Canada Valley Rd & Canada Hills Dr",37.974051,-121.754200,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=246"
247,811626,"Canada Valley Rd & Canada Hills Dr",37.973553,-121.754170,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=247"
248,811711,"Hillcrest Ave & Hidden Gln Dr",37.977685,-121.762527,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=248"
249,815201,"Hillcrest Ave & Deerfield Dr",37.973571,-121.762628,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=249"
250,811635,"Laurel Rd & Kushner Wy",37.974831,-121.757554,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=250"
251,811528,"Laurel Rd & Kushner Wy",37.974863,-121.757920,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=251"
252,811674,"Wildflower Dr & Hillcrest Ave",37.988120,-121.782392,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=252"
254,811690,"Hillcrest Ave & Bellflower Dr",37.983338,-121.770818,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=254"
255,817224,"Hillcrest Ave & Via Dora Dr",37.983317,-121.773435,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=255"
256,811707,"Hillcrest Ave & Wild Horse Rd",37.982215,-121.766942,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=256"
269,815569,"West 18th St & D St",38.004872,-121.810172,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=269"
270,815553,"West 18th St & D St",38.005049,-121.810622,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=270"
271,815576,"West 18th St & L St",38.005282,-121.818327,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=271"
272,815582,"West 18th St & L St",38.005144,-121.818252,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=272"
273,815825,"Auto Center Dr & West 18th St",38.008217,-121.832478,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=273"
274,816680,"Auto Center Dr & Costco Way",38.008888,-121.832170,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=274"
275,819115,"Verne Roberts Cir & Costco Way",38.009936,-121.832891,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=275"
276,815632,"Verne Roberts Cir (opp. Costco)",38.009320,-121.835022,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=276"
277,815621,"Verne Roberts Cir & Costco",38.009384,-121.835950,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=277"
278,815613,"Verne Roberts Cir & Crow Ct",38.010180,-121.839116,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=278"
279,814919,"Verne Roberts Cir & Crow Ct",38.010333,-121.840487,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=279"
280,819136,"Century Blvd & Century Plz",38.005970,-121.839142,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=280"
281,817194,"Century Blvd & Century Plz",38.006362,-121.840382,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=281"
282,814988,"Century Blvd & Brenden",38.007726,-121.844649,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=282"
283,814961,"Century Blvd & Brenden",38.008202,-121.844767,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=283"
284,814903,"Verne Roberts Cir & West 10th St",38.011951,-121.841902,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=284"
285,815609,"Verne Roberts Cir & West 10th St",38.011967,-121.841737,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=285"
286,817187,"Century Blvd & Century Wy",38.009563,-121.848673,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=286"
287,813600,"West 10th St & Verne Roberts Cir",38.012408,-121.830614,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=287"
288,817269,"West 10th St & Auto Center Dr",38.012603,-121.829715,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=288"
289,815737,"West 4th St & O St",38.015434,-121.823621,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=289"
290,815595,"West 4th St & O St",38.015620,-121.823263,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=290"
291,815716,"L St & West 3rd St",38.016433,-121.819850,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=291"
292,815728,"L St & West 2nd St",38.016673,-121.819626,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=292"
293,815700,"West 2nd St & K St",38.016967,-121.818151,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=293"
294,819617,"West 2nd St & Prospect Wy",38.016855,-121.817445,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=294"
295,815697,"West 2nd St & Waldie Plz",38.016947,-121.814838,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=295"
296,819629,"West 2nd St & Waldie Plz",38.016861,-121.814610,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=296"
297,819640,"West 2nd St & E St",38.016959,-121.810919,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=297"
298,819638,"West 2nd St & East St",38.016850,-121.810841,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=298"
299,815684,"West 2nd St & West 3rd St",38.016467,-121.809116,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=299"
300,819655,"A St & West 3rd St",38.016203,-121.808883,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=300"
301,819574,"West 1st St & Waldie Plz",38.017680,-121.816492,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=301"
302,816130,"Delta Fair Blvd & Gentrytown Dr",37.999618,-121.837866,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=302"
303,815433,"Delta Fair Blvd & Gentrytown Dr",37.999639,-121.838077,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=303"
304,819348,"L St & Claudia Ct",38.000299,-121.821285,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=304"
305,817211,"L St & Claudia Ct",38.000014,-121.821126,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=305"
306,815422,"Gentrytown Dr & Madrid Ln",37.997058,-121.838073,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=306"
307,815446,"Gentrytown Dr & Lopez Dr",37.996390,-121.838371,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=307"
308,815414,"Gentrytown Dr & Sequoia Dr",37.993471,-121.839732,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=308"
309,815451,"Gentrytown Dr & Sequoia Dr",37.993428,-121.839903,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=309"
310,819284,"Gentrytown Dr & Jefferson Wy",37.991982,-121.840074,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=310"
311,815467,"Gentrytown Dr & Jefferson Wy",37.991329,-121.840228,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=311"
312,815480,"Gentrytown Dr & Putnam St",37.989485,-121.840277,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=312"
313,815390,"Gentrytown Dr & Curtis Dr",37.988003,-121.839478,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=313"
314,815498,"Gentrytown Dr & Dimaggio Wy",37.987155,-121.838751,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=314"
315,815388,"Gentrytown Dr & Meredith Wy",37.984603,-121.835736,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=315"
316,815507,"James Donlon Blvd & Gentrytown Dr",37.983053,-121.835207,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=316"
317,815374,"James Donlon Blvd & Dimaggio Wy",37.983256,-121.831473,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=317"
318,815511,"James Donlon Blvd & Silverado Dr",37.983021,-121.830620,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=318"
319,815479,"James Donlon Blvd & Contra Loma Blvd",37.982792,-121.826061,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=319"
320,815524,"Fitzuren Rd & G St",37.997704,-121.816560,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=320"
321,815530,"West Tregallas Rd & G St",37.997535,-121.815250,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=321"
322,817978,"West Tregallas Rd & D St",37.997495,-121.808727,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=322"
323,818718,"West Tregallas Rd & D St",37.997584,-121.810293,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=323"
324,814727,"West Leland Rd & Sth Broadway Ave",38.015465,-121.940757,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=324"
325,814791,"West Leland Rd & Chestnut Dr",38.015533,-121.936640,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=325"
326,814612,"West Leland Rd & Sugartree Dr",38.015660,-121.932678,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=326"
327,814608,"West Leland Rd & Jacqueline Dr",38.015600,-121.928571,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=327"
328,814534,"West Leland Rd & Sugartree Dr",38.015198,-121.926050,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=328"
329,814523,"West Leland Rd & John Henry Johnson Pky",38.013716,-121.918195,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=329"
330,814510,"West Leland Rd & Range Rd",38.014032,-121.912547,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=330"
331,814506,"West Leland Rd & Dover Wy",38.016345,-121.905133,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=331"
332,814497,"West Leland Rd & Burton Ave",38.015177,-121.900342,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=332"
333,814484,"West Leland Rd & Crestview Dr",38.014027,-121.896683,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=333"
334,814263,"East Leland Rd & Railroad Ave",38.012154,-121.890473,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=334"
335,814466,"East Leland Rd & Harbor St",38.011206,-121.886528,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=335"
336,814450,"East Leland Rd & Freed Wy",38.009728,-121.880300,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=336"
337,814445,"East Leland Rd & Piedmont Wy",38.009393,-121.875367,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=337"
338,810312,"East Leland Rd & Loveridge Rd",38.008477,-121.871440,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=338"
339,810308,"Loveridge Rd & Stoneman Ave",38.003073,-121.872716,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=339"
340,810298,"Loveridge Rd & Ventura Dr",38.000402,-121.873729,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=340"
341,810280,"Buchanan Rd & Loveridge Rd",37.998046,-121.873138,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=341"
342,819437,"Buchanan Rd & Ventura Dr",37.998063,-121.868832,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=342"
343,810267,"Buchanan Rd & Meadows Ave",37.998067,-121.864524,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=343"
344,810192,"Contra Loma Blvd & James Donlon Blvd",37.982954,-121.825097,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=344"
345,810205,"Contra Loma Blvd & Gatter Dr",37.986202,-121.823782,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=345"
346,810214,"Contra Loma Blvd & Putnam St",37.991308,-121.822329,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=346"
347,810222,"Buchanan Rd & Balboa Ct",37.998644,-121.823130,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=347"
348,810233,"Buchanan Rd & San Jose Dr",38.000390,-121.830252,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=348"
349,810246,"Buchanan Rd & Delta Fair Blvd",37.998719,-121.839217,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=349"
350,810251,"Buchanan Rd & Somersville Dr",37.998162,-121.842808,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=350"
353,814736,"West Leland Rd & Delta Vista Ln",38.015283,-121.939393,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=353"
354,814743,"West Leland Rd & Chestnut Dr",38.015367,-121.936027,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=354"
355,814758,"West Leland Rd & Sugartree Dr",38.015513,-121.932173,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=355"
356,814762,"West Leland Rd & Jacqueline Dr",38.015330,-121.927955,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=356"
357,814770,"West Leland Rd & Daffodil Dr",38.014680,-121.923945,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=357"
358,816667,"West Leland Rd & John Henry Johnson Pky",38.013912,-121.919929,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=358"
359,817253,"West Leland Rd & Golf Club Rd",38.014503,-121.911470,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=359"
360,817847,"West Leland Rd & Dover Wy",38.016064,-121.904880,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=360"
361,819395,"West Leland Rd & Burton Ave",38.014999,-121.900352,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=361"
362,815199,"West Leland Rd & Betty Ln",38.013262,-121.895894,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=362"
363,818430,"East Leland Rd & Railroad Ave",38.011982,-121.890725,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=363"
364,817899,"East Leland Rd & Harbor St",38.010755,-121.885601,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=364"
365,814801,"East Leland Rd & Homewood Dr",38.009716,-121.881292,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=365"
366,814547,"East Leland Rd & Stoneridge Dr",38.009200,-121.879112,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=366"
367,814552,"East Leland Rd & Dias Cir",38.008848,-121.873939,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=367"
368,814421,"Loveridge Rd & Loveridge Cir",38.007573,-121.871291,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=368"
369,814817,"Loveridge Rd & Stoneman Ave",38.003042,-121.873006,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=369"
370,814829,"Loveridge Rd & Ventura Dr",38.000318,-121.874049,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=370"
371,819353,"Buchanan Rd & Loveridge Rd",37.997900,-121.873037,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=371"
372,814840,"Buchanan Rd & Ventura Dr",37.997898,-121.867269,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=372"
373,814855,"Buchanan Rd & Meadows Ave",37.997889,-121.862938,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=373"
374,814318,"Buchanan Rd & Somersville Rd",37.997873,-121.845605,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=374"
375,814325,"Buchanan Rd & Gentrytown Dr",37.998660,-121.836594,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=375"
376,818371,"Buchanan Rd & San Jose Dr",38.000394,-121.829166,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=376"
377,819767,"Buchanan Rd & Balboa Ct",37.998341,-121.823077,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=377"
378,815650,"Contra Loma Blvd & St. Francis Dr SB",37.996671,-121.822858,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=378"
379,815645,"Contra Loma Blvd & San Jose Dr",37.994019,-121.822830,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=379"
380,815678,"Contra Loma Blvd & Longview Rd",37.989222,-121.823181,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=380"
381,815666,"Contra Loma Blvd & Contra Loma Plaza",37.990729,-121.822651,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=381"
382,814271,"James Donlon Blvd & Contra Loma Blvd",37.981970,-121.824916,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=382"
383,815357,"James Donlon Blvd & Community Prk",37.980064,-121.819935,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=383"
384,815361,"James Donlon Blvd & G St",37.979764,-121.814040,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=384"
385,815342,"James Donlon Blvd & Sth Royal Links Cir",37.979807,-121.809480,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=385"
386,818675,"G St & West 7th St",38.013237,-121.813726,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=386"
387,818681,"G St & West 7th St",38.012986,-121.813855,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=387"
388,818668,"G St & West 10th St",38.011514,-121.813729,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=388"
389,819127,"West 10th St & G St",38.011145,-121.813159,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=389"
390,816698,"West 10th St & B St",38.011250,-121.807857,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=390"
391,816717,"West 10th St & B St",38.011146,-121.807734,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=391"
392,816066,"Wilbur Ave & Almond St",38.012279,-121.805338,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=392"
393,816050,"Wilbur Ave & Almond St",38.012152,-121.805231,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=393"
394,816084,"Wilbur Ave & Orchard Ln",38.012326,-121.802203,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=394"
395,816078,"Wilbur Ave & Orchard Ln",38.012155,-121.801092,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=395"
396,818741,"East 18th St & Alpha Wy",38.004816,-121.800858,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=396"
397,816097,"Cavallo Rd & East 18th St",38.004810,-121.798277,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=397"
398,815286,"Cavallo Rd & Minner Ave",38.000542,-121.796963,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=398"
399,815293,"Cavallo Rd & Sunset Dr",37.998483,-121.798075,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=399"
403,815335,"East Tregallas Rd & Countrywood Dr",37.995817,-121.787545,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=403"
405,810897,"Bixler Road & Hwy 4",37.890877,-121.622914,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=405"
406,810845,"Bixler Rd & Regatta Dr",37.892374,-121.623227,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=406"
407,810878,"Bixler Rd",37.906057,-121.622839,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=407"
409,810866,"Bixler Rd & Point of Timber Rd",37.910388,-121.622781,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=409"
410,810850,"Point Of Timber Rd & Preston Dr",37.910859,-121.620227,"http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=410"
